ID_CUSTOMER;AREA;CHANNEL;POTENTIAL;CITY
0900624;090554;02;5;San Diego
3500381;351010;02;4;Sacramento
0900626;090577;01;1;San Diego
2400074;240003;02;4;Irvine
0900627;090559;02;4;San Diego
0900629;090567;02;4;San Diego
0200789;020078;02;5;Los Angeles
1200103;120463;04;3;Santa Ana
3500382;351006;02;5;Sacramento
3500383;351404;02;2;Sacramento
0400392;040517;02;4;San Francisco
0400393;040003;02;4;San Francisco
0900631;090393;04;4;San Diego
1300309;130263;02;4;Fresno
0900633;090550;03;4;San Diego
0100280;010124;02;4;Long Beach
0200793;021223;02;5;Los Angeles
0400397;040838;02;2;San Francisco
0200795;020086;02;1;Los Angeles
0900636;090570;02;5;San Diego
0900637;090586;02;3;San Diego
1200104;120466;04;4;Santa Ana
0100282;010003;04;2;Long Beach
3500385;350592;04;4;Sacramento
3300071;331056;01;3;Riverside
0900639;090560;01;4;San Diego
0400398;040815;02;4;San Francisco
0100283;010051;02;4;Long Beach
3500388;351016;02;5;Sacramento
1300311;131075;02;5;Fresno
0300530;030153;02;4;San Jose
0300532;030237;04;5;San Jose
0400402;040776;04;3;San Francisco
2000027;200003;02;5;Garden Grove
0900640;090003;02;2;San Diego
3500390;351487;02;4;Sacramento
0200801;020089;04;3;Los Angeles
0200802;020156;02;3;Los Angeles
2100135;210003;02;4;Anaheim
0900646;090550;01;4;San Diego
0900647;090561;02;4;San Diego
2100137;210520;03;5;Anaheim
0200806;021255;02;4;Los Angeles
0900648;090551;02;4;San Diego
2300076;230444;02;5;Fremont
2400075;241441;02;4;Irvine
1300318;130184;02;2;Fresno
0300540;030157;03;4;San Jose
0300541;030129;02;5;San Jose
0900651;090550;02;4;San Diego
0900652;090589;02;3;San Diego
0400406;040788;03;5;San Francisco
3500395;350599;02;1;Sacramento
0400408;040870;02;4;San Francisco
0200809;020086;01;5;Los Angeles
1000081;100675;04;4;Oxnard
0300542;030174;01;4;San Jose
0300543;030159;02;4;San Jose
1500069;150647;02;4;Modesto
3400028;340971;04;4;Huntington Beach
3500396;350063;02;4;Sacramento
0900655;090568;02;5;San Diego
0300544;030003;02;1;San Jose
1300320;130783;04;5;Fresno
0200813;021227;01;5;Los Angeles
0100290;010034;01;4;Long Beach
0900658;090592;02;5;San Diego
0600240;061120;04;4;Oakland
1300324;130003;01;5;Fresno
3500400;350183;03;5;Sacramento
0100292;010031;02;4;Long Beach
0900660;090215;01;1;San Diego
1900046;190390;03;4;Moreno Valley
3500401;350599;02;3;Sacramento
1700070;170003;03;4;San Bernardino
2100139;210392;02;5;Anaheim
1100078;110925;02;5;Glendale
0900663;090003;02;4;San Diego
0200820;020673;02;5;Los Angeles
1300326;131064;02;1;Fresno
0200822;021101;02;4;Los Angeles
0900664;090570;02;4;San Diego
0900665;090550;02;5;San Diego
0400414;040772;02;2;San Francisco
0700122;070318;02;3;Bakersfield
0300550;030003;02;3;San Jose
1600074;160003;02;4;Stockton
3500406;351006;02;4;Sacramento
1700071;171191;02;4;San Bernardino
0400415;040866;02;5;San Francisco
0400416;040136;02;4;San Francisco
0700123;070344;02;4;Bakersfield
0900669;090575;01;3;San Diego
0300554;030003;01;5;San Jose
1300328;130003;02;4;Fresno
1700072;171215;02;4;San Bernardino
1700073;171200;02;3;San Bernardino
2100140;210383;01;5;Anaheim
2100141;210501;02;5;Anaheim
0200831;021235;02;5;Los Angeles
3500407;350183;02;4;Sacramento
3300076;330983;01;5;Riverside
2300079;230424;02;5;Fremont
2100142;210501;02;5;Anaheim
1200107;120455;01;4;Santa Ana
0700125;070380;02;4;Bakersfield
3500408;350599;02;5;Sacramento
0200836;020215;04;5;Los Angeles
0200837;021217;02;4;Los Angeles
0900675;090007;02;1;San Diego
3300079;331066;02;3;Riverside
0300562;030193;02;3;San Jose
0400418;040003;01;5;San Francisco
3500410;350592;03;4;Sacramento
0900676;090550;02;4;San Diego
2300080;230424;02;4;Fremont
1300332;131062;02;4;Fresno
0900677;090554;02;4;San Diego
0200847;021329;03;4;Los Angeles
0200848;021244;04;4;Los Angeles
3500412;351487;02;4;Sacramento
0600249;060958;02;3;Oakland
0300569;030182;02;5;San Jose
0700126;070318;04;4;Bakersfield
3500413;351000;02;4;Sacramento
1300335;131088;02;3;Fresno
2100143;210517;02;4;Anaheim
0900681;090563;04;4;San Diego
1200110;120463;03;4;Santa Ana
3500416;350592;02;3;Sacramento
0300573;030003;02;4;San Jose
0200853;020086;03;4;Los Angeles
0300575;030003;02;4;San Jose
1100083;110930;02;5;Glendale
0300577;030157;01;2;San Jose
0100303;010020;03;4;Long Beach
2100144;210505;02;4;Anaheim
1300337;130783;02;3;Fresno
1600076;160213;02;5;Stockton
1600077;160355;02;2;Stockton
0200855;021101;02;3;Los Angeles
0300580;030007;02;5;San Jose
1300339;131054;06;4;Fresno
0300581;030158;01;4;San Jose
3500417;351005;02;5;Sacramento
0300582;030214;03;4;San Jose
2100145;210003;02;4;Anaheim
0400423;040117;03;4;San Francisco
2400078;240537;04;4;Irvine
1300340;131061;02;4;Fresno
0900690;090003;04;4;San Diego
0400424;040318;02;5;San Francisco
1900047;190397;02;2;Moreno Valley
1000085;100003;02;4;Oxnard
0100306;010014;02;4;Long Beach
0100307;010003;04;2;Long Beach
2300083;230426;03;1;Fremont
0400427;040851;02;4;San Francisco
3500424;350599;02;2;Sacramento
0900696;090567;02;4;San Diego
0400428;040184;04;5;San Francisco
0900697;090576;02;4;San Diego
3400030;340979;02;4;Huntington Beach
3500426;350599;04;4;Sacramento
2200036;220298;04;4;Oceanside
3500429;351002;01;4;Sacramento
3500430;351020;02;2;Sacramento
0900701;090550;02;5;San Diego
0900702;090570;01;4;San Diego
0200865;021223;03;2;Los Angeles
0400432;040360;02;4;San Francisco
3500433;350599;03;4;Sacramento
1200113;120455;02;4;Santa Ana
1200114;120468;02;4;Santa Ana
2400080;240003;03;3;Irvine
0900704;090563;02;4;San Diego
1200115;120455;02;4;Santa Ana
2600048;260004;02;4;Santa Clarita
3500437;350599;01;4;Sacramento
0300591;030063;02;5;San Jose
0200872;020011;05;4;Los Angeles
0900706;090550;02;4;San Diego
0900707;090003;02;5;San Diego
0600254;061124;02;4;Oakland
0200874;020819;02;5;Los Angeles
0300594;030153;04;4;San Jose
0900708;090596;02;5;San Diego
0200876;020086;02;4;Los Angeles
1300345;131060;04;4;Fresno
1300346;130003;02;4;Fresno
0200877;021326;02;2;Los Angeles
0400433;040184;02;4;San Francisco
0700134;070323;04;5;Bakersfield
3500439;350404;02;4;Sacramento
0700135;070003;04;4;Bakersfield
0200880;021237;04;5;Los Angeles
0400436;040360;02;4;San Francisco
3500441;351045;02;4;Sacramento
0100309;010058;06;4;Long Beach
0400437;040799;03;2;San Francisco
0200883;021250;02;4;Los Angeles
2100149;210514;02;3;Anaheim
0300599;030181;02;4;San Jose
2100150;210003;04;4;Anaheim
0100313;010021;02;2;Long Beach
3300086;331460;04;4;Riverside
0900712;090572;01;4;San Diego
3500444;351001;04;4;Sacramento
3500445;350999;01;5;Sacramento
0900713;090572;02;4;San Diego
0200890;021253;02;4;Los Angeles
0900714;090003;02;5;San Diego
0200891;020819;01;5;Los Angeles
0900715;090578;02;5;San Diego
0300601;030218;02;4;San Jose
0900716;090574;02;4;San Diego
2100152;211424;02;4;Anaheim
3500446;351035;02;4;Sacramento
0400440;040778;01;5;San Francisco
0700138;070003;02;5;Bakersfield
0200894;021253;02;4;Los Angeles
0900718;090550;02;5;San Diego
0700140;070336;02;4;Bakersfield
0200895;020221;01;5;Los Angeles
3500449;350183;02;2;Sacramento
3500451;351005;02;2;Sacramento
1500078;150621;03;1;Modesto
0900720;090554;02;5;San Diego
0300607;030130;02;2;San Jose
1500079;150642;04;5;Modesto
3500453;351014;02;4;Sacramento
1900050;190142;01;3;Moreno Valley
1300356;130003;02;4;Fresno
0900724;090550;02;4;San Diego
3500455;350183;01;4;Sacramento
0300609;030150;02;4;San Jose
0300610;030144;02;5;San Jose
0400443;040806;01;4;San Francisco
2400084;240003;02;4;Irvine
0200901;021272;05;4;Los Angeles
3500456;351017;02;4;Sacramento
2300089;230003;02;4;Fremont
0200903;020089;03;4;Los Angeles
0400445;040816;02;4;San Francisco
2000029;200663;02;5;Garden Grove
0100318;010011;02;3;Long Beach
3500458;351498;02;4;Sacramento
1900052;190397;01;4;Moreno Valley
0900729;090570;01;4;San Diego
2100154;211423;02;4;Anaheim
1700079;170003;03;2;San Bernardino
0700142;070353;02;3;Bakersfield
0900732;090568;01;4;San Diego
0200907;021142;02;5;Los Angeles
0100320;010021;02;5;Long Beach
0900734;090551;02;4;San Diego
0300614;030003;02;5;San Jose
1700080;171212;04;4;San Bernardino
0200909;020673;02;5;Los Angeles
1900053;190390;01;4;Moreno Valley
0400448;040003;04;4;San Francisco
0600266;060101;02;4;Oakland
0100321;010130;02;2;Long Beach
0200910;021238;03;1;Los Angeles
1700081;170003;04;1;San Bernardino
2400085;241445;02;5;Irvine
0900736;091362;01;4;San Diego
0900737;091371;02;4;San Diego
0100323;010011;02;4;Long Beach
0700143;070323;02;5;Bakersfield
0600268;061119;03;4;Oakland
0600269;060003;01;2;Oakland
0300617;030209;02;4;San Jose
0300618;030003;01;5;San Jose
1700084;171146;02;4;San Bernardino
3500464;351032;03;5;Sacramento
0200919;021223;02;4;Los Angeles
3300089;330983;02;5;Riverside
0700146;070333;02;4;Bakersfield
0100325;010125;02;4;Long Beach
1300361;130003;02;3;Fresno
1600081;160720;04;5;Stockton
2100157;211411;03;2;Anaheim
2300092;230003;01;4;Fremont
3500467;351014;02;5;Sacramento
3500468;350997;02;4;Sacramento
2300093;230450;04;4;Fremont
0600271;061095;02;4;Oakland
0200925;021116;01;5;Los Angeles
0200926;020402;02;5;Los Angeles
0300622;030130;02;4;San Jose
2200038;220299;02;4;Oceanside
2400088;240003;02;4;Irvine
0400451;040832;02;4;San Francisco
1300363;130783;02;5;Fresno
0900739;090550;02;5;San Diego
3500469;350599;02;2;Sacramento
0300624;030136;04;4;San Jose
0600274;060117;02;3;Oakland
1200120;120494;02;4;Santa Ana
1300365;130003;04;2;Fresno
0900741;090551;02;5;San Diego
1000094;100674;03;5;Oxnard
2200039;220003;01;4;Oceanside
0200931;021223;02;4;Los Angeles
0900742;091356;02;4;San Diego
3500473;350999;03;3;Sacramento
3500474;350183;01;5;Sacramento
1000095;100003;03;4;Oxnard
3300091;331457;02;5;Riverside
2100158;210392;02;4;Anaheim
0400454;040843;02;5;San Francisco
0300630;030174;01;5;San Jose
0600276;060960;02;3;Oakland
0600277;060101;02;2;Oakland
0700148;070318;02;4;Bakersfield
3500475;350117;02;2;Sacramento
0100331;010051;02;4;Long Beach
1300366;131060;02;4;Fresno
0900747;090563;02;3;San Diego
1100093;110925;02;5;Glendale
1300368;130783;01;5;Fresno
0100332;010076;03;2;Long Beach
0900749;090550;02;4;San Diego
2200042;220317;02;4;Oceanside
0400456;040876;01;4;San Francisco
0400458;040775;03;4;San Francisco
0900750;090567;03;3;San Diego
0900751;090587;02;5;San Diego
1500082;150617;01;5;Modesto
1700086;170012;02;3;San Bernardino
0400460;040789;02;5;San Francisco
1300371;130184;02;4;Fresno
0300635;030130;02;4;San Jose
0900754;090587;02;5;San Diego
0100336;010011;03;5;Long Beach
0300638;030130;01;4;San Jose
3500479;350053;02;4;Sacramento
0200940;020364;02;4;Los Angeles
0600280;061100;04;5;Oakland
1700089;170003;02;4;San Bernardino
0300640;030003;02;5;San Jose
3400031;340977;01;5;Huntington Beach
1800052;180736;02;4;Chula Vista
0900759;090148;02;5;San Diego
1100094;110838;01;4;Glendale
0200942;021237;03;4;Los Angeles
0900761;091061;01;5;San Diego
0200944;021237;02;3;Los Angeles
3500480;351016;04;4;Sacramento
3500481;350997;01;5;Sacramento
1500085;150003;02;4;Modesto
0300646;030003;02;5;San Jose
2300094;230426;02;4;Fremont
0400464;040792;02;5;San Francisco
0700152;070372;02;5;Bakersfield
0200948;021101;02;4;Los Angeles
0200949;020248;02;4;Los Angeles
3300092;330003;04;4;Riverside
2400090;240430;02;4;Irvine
1700090;171184;02;4;San Bernardino
0300650;030130;03;2;San Jose
0100340;010017;06;4;Long Beach
3500483;350592;02;4;Sacramento
1200122;120497;02;4;Santa Ana
0200952;020089;02;2;Los Angeles
0300652;030130;02;5;San Jose
0700154;070318;02;4;Bakersfield
0900768;090572;01;4;San Diego
1200123;120459;01;4;Santa Ana
2300096;230003;03;4;Fremont
0100342;010015;02;4;Long Beach
2600050;260003;01;5;Santa Clarita
0600285;060101;03;4;Oakland
0200957;021219;02;5;Los Angeles
0900772;090558;02;5;San Diego
0200958;021227;02;2;Los Angeles
0300654;030003;02;5;San Jose
1200124;120455;02;4;Santa Ana
0200959;021235;02;4;Los Angeles
1800053;180745;02;5;Chula Vista
0400467;040781;02;4;San Francisco
3500488;351002;02;4;Sacramento
0200961;021142;02;1;Los Angeles
3500489;350053;01;4;Sacramento
0300658;030003;02;2;San Jose
0900775;090550;01;4;San Diego
0300660;030184;02;1;San Jose
0900778;090003;01;5;San Diego
1300379;130480;01;5;Fresno
3300094;330983;02;5;Riverside
1100097;110930;01;4;Glendale
0900780;090563;02;5;San Diego
1300380;131071;02;4;Fresno
0900781;090585;02;4;San Diego
3500490;351478;02;4;Sacramento
2200044;220312;01;4;Oceanside
0900782;090568;02;5;San Diego
0600288;061119;02;4;Oakland
3300095;330003;02;4;Riverside
3500491;350578;02;2;Sacramento
3500492;351016;02;1;Sacramento
1000099;100693;02;4;Oxnard
0900784;090561;01;4;San Diego
0300661;030130;03;1;San Jose
0900785;090551;02;5;San Diego
0200974;021223;02;4;Los Angeles
1300384;131065;02;3;Fresno
3300096;330983;01;1;Riverside
0200977;021316;02;4;Los Angeles
0400469;040517;02;3;San Francisco
0900786;090574;02;2;San Diego
2400091;240531;02;5;Irvine
1800054;180751;01;4;Chula Vista
0100347;010011;05;4;Long Beach
0300666;030147;02;3;San Jose
1300385;131070;02;4;Fresno
2300099;230424;02;4;Fremont
3300098;330003;04;5;Riverside
0100348;010011;06;4;Long Beach
0900788;090592;02;4;San Diego
0900789;090550;02;5;San Diego
3500496;351506;04;4;Sacramento
0200989;021337;02;4;Los Angeles
0200990;020096;02;3;Los Angeles
0400470;040136;02;3;San Francisco
0100349;010011;02;5;Long Beach
0200993;020114;02;4;Los Angeles
0300668;030147;02;4;San Jose
0600295;061096;04;4;Oakland
3500500;351011;02;3;Sacramento
0400471;040881;02;4;San Francisco
3500502;351008;02;3;Sacramento
0200996;021253;02;3;Los Angeles
1900055;190390;01;4;Moreno Valley
1700093;170003;03;3;San Bernardino
0900794;090106;02;5;San Diego
0900795;090563;02;5;San Diego
1600082;160716;02;4;Stockton
2600053;261453;01;4;Santa Clarita
2400092;240003;02;4;Irvine
0400475;040823;02;4;San Francisco
1300387;131066;02;4;Fresno
2100164;210517;02;3;Anaheim
0600296;061121;02;5;Oakland
1300388;130003;04;4;Fresno
0201010;021235;02;5;Los Angeles
3400032;341467;02;5;Huntington Beach
1300391;131060;01;5;Fresno
1300392;130003;03;2;Fresno
0400478;040360;02;4;San Francisco
0300674;030134;02;4;San Jose
0400479;040506;02;4;San Francisco
0900806;090554;02;4;San Diego
0100358;010052;02;1;Long Beach
0600300;060003;02;4;Oakland
0400480;040772;02;4;San Francisco
0300678;030130;02;4;San Jose
0600301;060101;02;4;Oakland
1000101;100658;01;4;Oxnard
0900808;090567;02;4;San Diego
0300680;030150;02;2;San Jose
1300395;131065;04;5;Fresno
0700163;070318;02;5;Bakersfield
0900809;090554;02;4;San Diego
0400483;040884;02;3;San Francisco
0100360;010088;03;1;Long Beach
3500512;350599;03;4;Sacramento
1300397;131060;02;3;Fresno
0100361;010031;02;4;Long Beach
0300683;030063;03;2;San Jose
1200125;120455;02;4;Santa Ana
0201015;021247;04;4;Los Angeles
2300103;230003;02;5;Fremont
0600304;060682;02;4;Oakland
0201016;021240;02;3;Los Angeles
0900813;090578;04;5;San Diego
1200126;120492;02;4;Santa Ana
1700096;170003;01;4;San Bernardino
0100363;010018;02;4;Long Beach
3500514;350998;02;4;Sacramento
0900814;090574;02;3;San Diego
3500515;351012;02;4;Sacramento
0900815;090550;02;4;San Diego
0300688;030130;02;4;San Jose
0201018;021223;04;3;Los Angeles
0300689;030159;02;5;San Jose
3300101;330003;02;3;Riverside
0300690;030097;04;3;San Jose
0300691;030097;02;3;San Jose
2200048;220034;04;4;Oceanside
2000035;200003;01;5;Garden Grove
2100170;210502;02;4;Anaheim
0900819;090572;02;5;San Diego
0400489;040843;02;4;San Francisco
1000107;100070;03;5;Oxnard
0300693;030256;02;5;San Jose
3300102;330003;02;5;Riverside
0900820;090003;02;2;San Diego
0900821;090578;02;4;San Diego
0900823;090550;02;4;San Diego
0900826;090606;01;4;San Diego
0900827;090550;02;5;San Diego
0400491;040778;02;5;San Francisco
1200127;120003;02;4;Santa Ana
3300103;331464;01;5;Riverside
0900830;090003;02;1;San Diego
2400093;240003;02;4;Irvine
2400094;240435;02;5;Irvine
3500518;350999;02;4;Sacramento
0700165;070318;02;4;Bakersfield
2100172;210003;02;3;Anaheim
1300406;130003;02;3;Fresno
0201025;021142;02;4;Los Angeles
0201026;020078;02;4;Los Angeles
0400496;040359;02;4;San Francisco
0300694;030150;01;4;San Jose
0100371;010017;03;1;Long Beach
0100372;010023;02;4;Long Beach
0900832;090550;02;4;San Diego
0900834;091364;02;3;San Diego
0100373;010021;02;5;Long Beach
0201034;020011;06;4;Los Angeles
0100374;010017;04;5;Long Beach
0201037;020086;03;1;Los Angeles
0100377;010021;02;3;Long Beach
1200129;120003;02;4;Santa Ana
1200130;120455;02;4;Santa Ana
1300409;131093;02;5;Fresno
1300410;131061;02;4;Fresno
1300411;130003;02;4;Fresno
1300412;130611;02;3;Fresno
0100378;010014;02;4;Long Beach
0300699;030225;04;4;San Jose
0400500;040791;04;4;San Francisco
0900839;090578;04;4;San Diego
3500523;350183;04;5;Sacramento
1300415;131060;02;4;Fresno
2100176;210294;02;4;Anaheim
0201044;020221;03;4;Los Angeles
1300416;131070;02;4;Fresno
0201045;020182;02;1;Los Angeles
1200133;120459;04;4;Santa Ana
3300104;331027;04;4;Riverside
0900841;090554;02;4;San Diego
3500524;350117;02;3;Sacramento
3400034;340971;04;4;Huntington Beach
0900843;090577;02;5;San Diego
0201049;020265;02;4;Los Angeles
1500093;150617;02;3;Modesto
1300417;131070;02;3;Fresno
0400501;040359;02;4;San Francisco
0700168;070329;01;5;Bakersfield
1600085;160712;03;1;Stockton
3500525;350997;04;4;Sacramento
2400096;240003;04;4;Irvine
0300703;030156;04;4;San Jose
1300418;130783;04;4;Fresno
0300704;030136;01;5;San Jose
0201053;021217;04;2;Los Angeles
0201055;021223;02;5;Los Angeles
0400504;040806;02;4;San Francisco
0300706;030199;01;4;San Jose
0201056;020819;02;5;Los Angeles
0300707;030097;01;1;San Jose
0300710;030147;02;4;San Jose
3500529;350044;02;4;Sacramento
0100380;010118;02;4;Long Beach
1800059;180745;02;2;Chula Vista
0201058;020089;02;2;Los Angeles
0100381;010032;02;4;Long Beach
0900849;090606;02;5;San Diego
1200136;120463;03;2;Santa Ana
0400508;040832;02;5;San Francisco
0900850;090574;02;1;San Diego
0201060;020089;03;5;Los Angeles
3500531;350997;02;5;Sacramento
1700101;170123;01;2;San Bernardino
0201062;020648;04;5;Los Angeles
1100103;110944;01;5;Glendale
0201064;020096;02;5;Los Angeles
0900854;090563;02;4;San Diego
0900855;090561;01;5;San Diego
0201066;020114;04;3;Los Angeles
1800060;180736;02;4;Chula Vista
0900857;090575;01;4;San Diego
1300421;130003;02;5;Fresno
0700169;070322;02;4;Bakersfield
0900859;090579;02;4;San Diego
0400513;040832;02;4;San Francisco
1300422;131075;02;5;Fresno
0700170;070323;02;5;Bakersfield
0100384;010011;02;4;Long Beach
2300105;230431;02;5;Fremont
0900860;090567;04;5;San Diego
1300425;131066;01;5;Fresno
1300426;131070;06;4;Fresno
0300716;030003;02;4;San Jose
2600054;260003;02;5;Santa Clarita
2300106;230945;01;4;Fremont
0201073;021101;01;4;Los Angeles
1300427;130003;04;4;Fresno
0900863;090555;01;4;San Diego
0201074;020221;05;4;Los Angeles
1000109;100070;01;5;Oxnard
0100387;010036;02;2;Long Beach
3500535;350183;02;2;Sacramento
1600090;160192;02;4;Stockton
1100104;110003;02;4;Glendale
0900866;090578;01;4;San Diego
1900058;190003;04;2;Moreno Valley
1300429;131103;02;3;Fresno
0201082;020086;04;4;Los Angeles
1800062;180743;02;4;Chula Vista
1200140;120472;02;5;Santa Ana
2600055;260003;02;3;Santa Clarita
0201083;020084;04;4;Los Angeles
0100389;010051;02;4;Long Beach
0300721;030181;02;5;San Jose
0900870;091369;02;4;San Diego
0900872;090567;04;4;San Diego
0300722;030139;02;4;San Jose
0300723;030364;04;5;San Jose
1300431;131393;02;2;Fresno
3300106;330983;04;4;Riverside
0700172;070386;02;4;Bakersfield
3500538;351032;02;4;Sacramento
0201085;021223;02;5;Los Angeles
0100393;010088;02;4;Long Beach
0300725;030181;02;2;San Jose
0100394;010021;03;5;Long Beach
0300726;030154;02;4;San Jose
3300107;330003;02;5;Riverside
0300727;030150;02;2;San Jose
3300109;330983;01;2;Riverside
0900880;090003;01;3;San Diego
0400521;040784;02;4;San Francisco
0900882;090567;02;4;San Diego
0900884;090578;01;5;San Diego
3500539;350599;02;5;Sacramento
2100182;210521;02;4;Anaheim
0100396;010012;02;2;Long Beach
0900885;090550;01;4;San Diego
0300730;030003;02;5;San Jose
0201091;020673;02;5;Los Angeles
0900886;090567;01;4;San Diego
1500098;150622;02;5;Modesto
1300435;131402;02;2;Fresno
2500043;250003;03;4;Fontana
0700174;070336;02;4;Bakersfield
0900894;091357;01;5;San Diego
1300437;130263;06;4;Fresno
0300734;030162;01;5;San Jose
0900895;090550;02;5;San Diego
1600092;160702;04;3;Stockton
0900896;090560;02;4;San Diego
0400526;040772;02;4;San Francisco
0900898;090550;02;4;San Diego
1300438;131345;06;4;Fresno
3500544;351001;03;4;Sacramento
1100107;110925;04;5;Glendale
3500545;350599;01;4;Sacramento
1000112;100553;02;4;Oxnard
0400527;040330;02;4;San Francisco
0400528;040817;04;2;San Francisco
0300736;030210;01;4;San Jose
0900901;090578;01;5;San Diego
0400530;040781;02;3;San Francisco
0400531;040081;03;4;San Francisco
1200143;120455;02;1;Santa Ana
0900902;090578;02;4;San Diego
0100399;010019;04;4;Long Beach
0201102;021241;04;5;Los Angeles
2100184;210498;02;1;Anaheim
1300440;131060;02;3;Fresno
0700175;070323;02;5;Bakersfield
0900904;090554;02;2;San Diego
0100400;010023;04;5;Long Beach
0100401;010055;02;2;Long Beach
2400098;240539;01;4;Irvine
0201106;021265;02;2;Los Angeles
0201107;021226;02;5;Los Angeles
0300742;030139;01;5;San Jose
2300110;230003;02;5;Fremont
1300441;131088;06;4;Fresno
0900906;090550;02;5;San Diego
0300744;030143;02;3;San Jose
3500548;351005;02;5;Sacramento
0600319;061101;01;5;Oakland
3500549;350599;02;4;Sacramento
0201111;021219;02;5;Los Angeles
0201113;020221;02;2;Los Angeles
0201114;020078;02;3;Los Angeles
0201115;021226;01;5;Los Angeles
0600322;060101;04;3;Oakland
0300747;030256;02;2;San Jose
2100188;210499;02;1;Anaheim
0600323;061130;01;5;Oakland
0300748;030174;02;4;San Jose
0201117;020096;02;4;Los Angeles
3500552;351001;01;4;Sacramento
0900913;090577;02;4;San Diego
1300444;130263;02;3;Fresno
0400538;040003;02;3;San Francisco
1600094;160192;04;5;Stockton
2300112;230003;02;5;Fremont
0201120;021235;02;4;Los Angeles
0400539;040136;02;4;San Francisco
0900914;090550;02;4;San Diego
1300446;131060;06;4;Fresno
0900915;090563;01;3;San Diego
3500553;351045;02;5;Sacramento
0300753;030147;02;5;San Jose
0300754;030098;02;4;San Jose
3500556;350997;02;4;Sacramento
0600327;060958;01;3;Oakland
0600328;061120;01;5;Oakland
0201126;021101;02;4;Los Angeles
1800065;180745;03;5;Chula Vista
1500101;150074;02;4;Modesto
1300448;131060;02;2;Fresno
0400544;040832;02;4;San Francisco
0100411;010019;04;1;Long Beach
0400545;040136;02;4;San Francisco
0300756;030168;04;4;San Jose
3500561;350142;02;3;Sacramento
0900926;090550;02;3;San Diego
0900928;090551;03;5;San Diego
0400546;040136;02;4;San Francisco
0900930;090570;02;5;San Diego
0100413;010003;02;4;Long Beach
0201130;020156;02;4;Los Angeles
3500562;351006;04;1;Sacramento
0300757;030182;04;5;San Jose
3400037;340973;01;5;Huntington Beach
3500563;351013;02;2;Sacramento
3500565;351016;01;3;Sacramento
0201133;021253;02;4;Los Angeles
3500566;351001;01;4;Sacramento
2300114;230447;02;5;Fremont
0100416;010011;04;2;Long Beach
0600334;060003;01;4;Oakland
0201138;021225;03;2;Los Angeles
1500103;150648;02;4;Modesto
3500569;351489;02;2;Sacramento
3300113;330684;01;2;Riverside
2000041;200967;02;4;Garden Grove
2100193;211408;02;4;Anaheim
0300761;030174;01;4;San Jose
0201142;021223;02;2;Los Angeles
3500572;351008;02;4;Sacramento
0400554;040781;02;3;San Francisco
2300115;231433;02;4;Fremont
0201145;020260;02;3;Los Angeles
1200147;120459;02;4;Santa Ana
2500044;250274;03;5;Fontana
0201147;021237;02;1;Los Angeles
0700180;070323;04;5;Bakersfield
0700181;070318;03;4;Bakersfield
0201149;020089;03;4;Los Angeles
0600337;061101;02;5;Oakland
1300459;130008;02;4;Fresno
2000042;200947;02;5;Garden Grove
1300461;130611;04;3;Fresno
3500573;351510;02;4;Sacramento
0900941;090003;02;4;San Diego
1100109;110925;02;5;Glendale
0100421;010092;02;4;Long Beach
1300462;130003;01;4;Fresno
0201152;021219;02;4;Los Angeles
1000117;100480;04;5;Oxnard
3500574;350766;02;4;Sacramento
0600338;060101;02;5;Oakland
3500576;350997;02;4;Sacramento
0700184;070341;04;4;Bakersfield
0600339;060003;04;2;Oakland
2300116;230003;02;5;Fremont
0900947;090559;02;4;San Diego
0900949;090551;01;4;San Diego
1000118;100651;02;4;Oxnard
3500578;351040;02;5;Sacramento
1800067;180745;02;4;Chula Vista
0201159;020096;02;3;Los Angeles
2100196;210519;02;3;Anaheim
2100197;210505;02;2;Anaheim
3500579;351013;04;4;Sacramento
0900950;090551;02;4;San Diego
0700186;070003;02;5;Bakersfield
3500581;350997;02;4;Sacramento
0900953;090563;04;5;San Diego
0900954;090561;01;4;San Diego
3400038;341466;03;4;Huntington Beach
1200149;120459;02;2;Santa Ana
0300771;030193;03;1;San Jose
0400557;040788;02;5;San Francisco
0900955;090584;02;5;San Diego
0300773;030130;04;2;San Jose
0900957;090583;01;4;San Diego
0900958;090568;02;5;San Diego
0201164;021235;02;5;Los Angeles
0100426;010041;01;4;Long Beach
1300469;131069;02;3;Fresno
1100111;110925;02;5;Glendale
0900961;090003;02;2;San Diego
0300774;030239;02;5;San Jose
0700187;070318;04;2;Bakersfield
0400559;040848;02;5;San Francisco
0300775;030141;02;3;San Jose
0400560;040815;02;3;San Francisco
0400561;040833;02;3;San Francisco
1200151;120459;02;1;Santa Ana
1000120;100687;04;5;Oxnard
3500583;351054;02;4;Sacramento
2000044;200003;04;4;Garden Grove
1300470;131080;02;5;Fresno
0900964;090554;02;2;San Diego
2200053;220298;02;4;Oceanside
1300471;131103;02;5;Fresno
0600346;060101;02;4;Oakland
1900064;190395;02;4;Moreno Valley
1300472;131070;06;4;Fresno
0900965;090579;02;4;San Diego
0300779;030143;01;4;San Jose
1300474;131061;02;4;Fresno
1700106;170511;01;4;San Bernardino
2100199;210505;04;5;Anaheim
3500586;351004;04;4;Sacramento
1800069;180392;03;4;Chula Vista
3500587;350117;02;2;Sacramento
0900969;090551;02;4;San Diego
0900970;090605;01;4;San Diego
